ENSG00000000419	DPM1	H. sapiens	S000006148	ALG5	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000198258	UBL5	H. sapiens	S000007251	HUB1	S. cerevisiae	least diverged orthologue
ENSG00000198258	UBL5	H. sapiens	S000007251	HUB1	S. cerevisiae	orthologue
ENSG00000198258	UBL5	H. sapiens	S000007251	HUB1	S. cerevisiae	orthologue
ENSG00000198492	YTHDF2	H. sapiens	S000002782	PHO92	S. cerevisiae	homologue
ENSG00000198492	YTHDF2	H. sapiens	S000002782	PHO92	S. cerevisiae	least diverged orthologue
ENSG00000198563	DDX39B	H. sapiens	S000002242	SUB2	S. cerevisiae	homologue
ENSG00000198563	DDX39B	H. sapiens	S000002242	SUB2	S. cerevisiae	least diverged orthologue
ENSG00000198563	DDX39B	H. sapiens	S000002242	SUB2	S. cerevisiae	orthologue
ENSG00000198563	DDX39B	H. sapiens	S000002242	SUB2	S. cerevisiae	orthologue
ENSG00000198668	CALM1	H. sapiens	S000000313	CMD1	S. cerevisiae	homologue
ENSG00000198682	PAPSS2	H. sapiens	S000001484	MET14	S. cerevisiae	homologue
ENSG00000198682	PAPSS2	H. sapiens	S000001484	MET14	S. cerevisiae	least diverged orthologue
ENSG00000198836	OPA1	H. sapiens	S000001709	VPS1	S. cerevisiae	orthologue
ENSG00000198836	OPA1	H. sapiens	S000003924	DNM1	S. cerevisiae	orthologue
ENSG00000198836	OPA1	H. sapiens	S000005737	MGM1	S. cerevisiae	homologue
ENSG00000198836	OPA1	H. sapiens	S000005737	MGM1	S. cerevisiae	orthologue
ENSG00000198900	TOP1	H. sapiens	S000005366	TOP1	S. cerevisiae	homologue
ENSG00000198900	TOP1	H. sapiens	S000005366	TOP1	S. cerevisiae	orthologue
ENSG00000198900	TOP1	H. sapiens	S000005366	TOP1	S. cerevisiae	orthologue
ENSG00000198900	TOP1	H. sapiens	S000005366	TOP1	S. cerevisiae	orthologue
ENSG00000213246	SUPT4H1	H. sapiens	S000003295	SPT4	S. cerevisiae	homologue
ENSG00000213246	SUPT4H1	H. sapiens	S000003295	SPT4	S. cerevisiae	least diverged orthologue
ENSG00000213246	SUPT4H1	H. sapiens	S000003295	SPT4	S. cerevisiae	orthologue
ENSG00000213585	VDAC1	H. sapiens	S000001376	POR2	S. cerevisiae	homologue
ENSG00000213585	VDAC1	H. sapiens	S000001376	POR2	S. cerevisiae	orthologue
ENSG00000213585	VDAC1	H. sapiens	S000001376	POR2	S. cerevisiae	orthologue
ENSG00000213585	VDAC1	H. sapiens	S000005000	POR1	S. cerevisiae	homologue
ENSG00000213585	VDAC1	H. sapiens	S000005000	POR1	S. cerevisiae	orthologue
ENSG00000213585	VDAC1	H. sapiens	S000005000	POR1	S. cerevisiae	orthologue
ENSG00000213639	PPP1CB	H. sapiens	S000000935	GLC7	S. cerevisiae	homologue
ENSG00000214160	ALG3	H. sapiens	S000000178	ALG3	S. cerevisiae	homologue
ENSG00000214160	ALG3	H. sapiens	S000000178	ALG3	S. cerevisiae	least diverged orthologue
ENSG00000214160	ALG3	H. sapiens	S000000178	ALG3	S. cerevisiae	orthologue
ENSG00000214160	ALG3	H. sapiens	S000000178	ALG3	S. cerevisiae	orthologue
ENSG00000215301	DDX3X	H. sapiens	S000002651	PRP28	S. cerevisiae	orthologue
ENSG00000215301	DDX3X	H. sapiens	S000002740	IRC3	S. cerevisiae	orthologue
ENSG00000215301	DDX3X	H. sapiens	S000005730	DED1	S. cerevisiae	homologue
ENSG00000215301	DDX3X	H. sapiens	S000005730	DED1	S. cerevisiae	least diverged orthologue
ENSG00000215301	DDX3X	H. sapiens	S000005730	DED1	S. cerevisiae	orthologue
ENSG00000215301	DDX3X	H. sapiens	S000006040	DBP1	S. cerevisiae	homologue
ENSG00000215301	DDX3X	H. sapiens	S000006040	DBP1	S. cerevisiae	least diverged orthologue
ENSG00000215301	DDX3X	H. sapiens	S000006040	DBP1	S. cerevisiae	orthologue
ENSG00000217930	PAM16	H. sapiens	S000003640	PAM16	S. cerevisiae	homologue
ENSG00000217930	PAM16	H. sapiens	S000003640	PAM16	S. cerevisiae	least diverged orthologue
ENSG00000217930	PAM16	H. sapiens	S000003640	PAM16	S. cerevisiae	orthologue
ENSG00000228716	DHFR	H. sapiens	S000005762	DFR1	S. cerevisiae	homologue
ENSG00000228716	DHFR	H. sapiens	S000005762	DFR1	S. cerevisiae	orthologue
ENSG00000228716	DHFR	H. sapiens	S000005762	DFR1	S. cerevisiae	orthologue
ENSG00000232995	RGS5	H. sapiens	S000004444	SST2	S. cerevisiae	orthologue
ENSG00000232995	RGS5	H. sapiens	S000005633	RGS2	S. cerevisiae	orthologue
ENSG00000239900	ADSL	H. sapiens	S000004351	ADE13	S. cerevisiae	homologue
ENSG00000239900	ADSL	H. sapiens	S000004351	ADE13	S. cerevisiae	least diverged orthologue
ENSG00000239900	ADSL	H. sapiens	S000004351	ADE13	S. cerevisiae	orthologue
ENSG00000239900	ADSL	H. sapiens	S000004351	ADE13	S. cerevisiae	orthologue
ENSG00000239900	ADSL	H. sapiens	S000006183	FUM1	S. cerevisiae	horizontal gene transfer
ENSG00000241127	YAE1D1	H. sapiens	S000003828	YAE1	S. cerevisiae	least diverged orthologue
ENSG00000241258	CRCP	H. sapiens	S000003548	RPC17	S. cerevisiae	least diverged orthologue
ENSG00000242372	EIF6	H. sapiens	S000006220	TIF6	S. cerevisiae	homologue
ENSG00000242372	EIF6	H. sapiens	S000006220	TIF6	S. cerevisiae	least diverged orthologue
ENSG00000242372	EIF6	H. sapiens	S000006220	TIF6	S. cerevisiae	orthologue
ENSG00000243725	TTC4	H. sapiens	S000000359	CNS1	S. cerevisiae	homologue
ENSG00000243725	TTC4	H. sapiens	S000000359	CNS1	S. cerevisiae	orthologue
ENSG00000244038	DDOST	H. sapiens	S000000728	WBP1	S. cerevisiae	homologue
ENSG00000244038	DDOST	H. sapiens	S000000728	WBP1	S. cerevisiae	least diverged orthologue
ENSG00000244687	UBE2V1	H. sapiens	S000003055	MMS2	S. cerevisiae	homologue
ENSG00000244687	UBE2V1	H. sapiens	S000003055	MMS2	S. cerevisiae	orthologue
ENSG00000244687	UBE2V1	H. sapiens	S000004297	UBC12	S. cerevisiae	horizontal gene transfer
ENSG00000254093	PINX1	H. sapiens	S000003512	PXR1	S. cerevisiae	homologue
ENSG00000256060	TRAPPC2B	H. sapiens	S000000458	TRS20	S. cerevisiae	homologue
ENSG00000256269	HMBS	H. sapiens	S000002364	HEM3	S. cerevisiae	homologue
ENSG00000256269	HMBS	H. sapiens	S000002364	HEM3	S. cerevisiae	least diverged orthologue
ENSG00000256269	HMBS	H. sapiens	S000002364	HEM3	S. cerevisiae	orthologue
ENSG00000261408	CDK3	H. sapiens	S000000364	CDC28	S. cerevisiae	homologue
ENSG00000261408	CDK3	H. sapiens	S000000364	CDC28	S. cerevisiae	homologue
ENSG00000261408	CDK3	H. sapiens	S000000364	CDC28	S. cerevisiae	orthologue
ENSG00000262814	MRPL12	H. sapiens	S000003036	MNP1	S. cerevisiae	homologue
ENSG00000262814	MRPL12	H. sapiens	S000003036	MNP1	S. cerevisiae	orthologue
ENSG00000262814	MRPL12	H. sapiens	S000003036	MNP1	S. cerevisiae	orthologue
ENSG00000267673	FDX1L	H. sapiens	S000006173	YAH1	S. cerevisiae	homologue
ENSG00000267673	FDX1L	H. sapiens	S000006173	YAH1	S. cerevisiae	orthologue
ENSG00000267673	FDX1L	H. sapiens	S000006173	YAH1	S. cerevisiae	orthologue
ENSG00000273841	TAF9	H. sapiens	S000004849	TAF9	S. cerevisiae	homologue
ENSG00000273841	TAF9	H. sapiens	S000004849	TAF9	S. cerevisiae	orthologue
ENSG00000273841	TAF9	H. sapiens	S000004849	TAF9	S. cerevisiae	orthologue
ENSG00000277791	PSMB3	H. sapiens	S000000896	PUP3	S. cerevisiae	homologue
ENSG00000277791	PSMB3	H. sapiens	S000000896	PUP3	S. cerevisiae	least diverged orthologue
ENSG00000277791	PSMB3	H. sapiens	S000000896	PUP3	S. cerevisiae	orthologue
ENSG00000277791	PSMB3	H. sapiens	S000000896	PUP3	S. cerevisiae	orthologue
""	ABHD5	H. sapiens	S000002532	ECM18	S. cerevisiae	orthologue
""	ABHD5	H. sapiens	S000003342	CLD1	S. cerevisiae	orthologue
""	ABHD5	H. sapiens	S000003342	CLD1	S. cerevisiae	orthologue
""	ABHD5	H. sapiens	S000004089	ICT1	S. cerevisiae	orthologue
""	ACSL3	H. sapiens	S000001271	FAA3	S. cerevisiae	orthologue
""	ACSL3	H. sapiens	S000004860	FAA4	S. cerevisiae	least diverged orthologue
""	ACSL3	H. sapiens	S000005844	FAA1	S. cerevisiae	orthologue
""	ALG12	H. sapiens	S000005313	ALG12	S. cerevisiae	least diverged orthologue
""	ALG12	H. sapiens	S000005313	ALG12	S. cerevisiae	orthologue
""	ALG14	H. sapiens	S000000274	ALG14	S. cerevisiae	least diverged orthologue
""	ALG14	H. sapiens	S000000274	ALG14	S. cerevisiae	orthologue
""	ARPC4	H. sapiens	S000001496	ARC19	S. cerevisiae	least diverged orthologue
""	ARPC4	H. sapiens	S000001496	ARC19	S. cerevisiae	orthologue
""	CDK5	H. sapiens	S000001644	KDX1	S. cerevisiae	orthologue
""	CDK5	H. sapiens	S000005952	PHO85	S. cerevisiae	least diverged orthologue
""	CDK5	H. sapiens	S000005952	PHO85	S. cerevisiae	orthologue
""	CIAO1	H. sapiens	S000002675	CIA1	S. cerevisiae	least diverged orthologue
""	CIAO1	H. sapiens	S000002675	CIA1	S. cerevisiae	orthologue
""	CIAO1	H. sapiens	S000002675	CIA1	S. cerevisiae	orthologue
""	CNBP	H. sapiens	S000005199	GIS2	S. cerevisiae	orthologue
""	CNBP	H. sapiens	S000005199	GIS2	S. cerevisiae	orthologue
""	COX17	H. sapiens	S000003932	COX17	S. cerevisiae	least diverged orthologue
""	COX17	H. sapiens	S000003932	COX17	S. cerevisiae	orthologue
""	COX18	H. sapiens	S000003294	COX18	S. cerevisiae	least diverged orthologue
""	DIMT1	H. sapiens	S000004841	MTF1	S. cerevisiae	orthologue
""	DIMT1	H. sapiens	S000006187	DIM1	S. cerevisiae	least diverged orthologue
""	DIMT1	H. sapiens	S000006187	DIM1	S. cerevisiae	orthologue
""	DIMT1	H. sapiens	S000006187	DIM1	S. cerevisiae	orthologue
""	DR1	H. sapiens	S000000117	HAP3	S. cerevisiae	horizontal gene transfer
""	DR1	H. sapiens	S000002528	DPB4	S. cerevisiae	horizontal gene transfer
""	DR1	H. sapiens	S000002805	NCB2	S. cerevisiae	least diverged orthologue
""	DR1	H. sapiens	S000002805	NCB2	S. cerevisiae	orthologue
""	DR1	H. sapiens	S000002805	NCB2	S. cerevisiae	orthologue
""	EIF2B1	H. sapiens	S000001734	GCN3	S. cerevisiae	least diverged orthologue
""	EIF2B1	H. sapiens	S000001734	GCN3	S. cerevisiae	orthologue
""	EIF2B1	H. sapiens	S000001734	GCN3	S. cerevisiae	orthologue
""	EIF2B2	H. sapiens	S000004282	GCD7	S. cerevisiae	least diverged orthologue
""	EIF2B2	H. sapiens	S000004282	GCD7	S. cerevisiae	orthologue
""	EIF2B2	H. sapiens	S000004282	GCD7	S. cerevisiae	orthologue
""	EIF2S3	H. sapiens	S000000827	GCD11	S. cerevisiae	least diverged orthologue
""	EIF2S3	H. sapiens	S000000827	GCD11	S. cerevisiae	orthologue
""	EIF4E	H. sapiens	S000005499	CDC33	S. cerevisiae	least diverged orthologue
""	ELAC2	H. sapiens	S000001787	TRZ1	S. cerevisiae	least diverged orthologue
""	ELAC2	H. sapiens	S000001787	TRZ1	S. cerevisiae	orthologue
""	ELP4	H. sapiens	S000006022	ELP4	S. cerevisiae	least diverged orthologue
""	EMG1	H. sapiens	S000004176	EMG1	S. cerevisiae	least diverged orthologue
""	EMG1	H. sapiens	S000004176	EMG1	S. cerevisiae	orthologue
""	EMG1	H. sapiens	S000004176	EMG1	S. cerevisiae	orthologue
""	GTPBP4	H. sapiens	S000006014	NOG1	S. cerevisiae	least diverged orthologue
""	GTPBP4	H. sapiens	S000006014	NOG1	S. cerevisiae	orthologue
""	HACD1	H. sapiens	S000003633	PHS1	S. cerevisiae	orthologue
""	HACD1	H. sapiens	S000003633	PHS1	S. cerevisiae	orthologue
""	HACD1	H. sapiens	S000003633	PHS1	S. cerevisiae	orthologue
""	HACD2	H. sapiens	S000003633	PHS1	S. cerevisiae	least diverged orthologue
""	HACD2	H. sapiens	S000003633	PHS1	S. cerevisiae	orthologue
""	ISCU	H. sapiens	S000005752	ISU2	S. cerevisiae	orthologue
""	ISCU	H. sapiens	S000005752	ISU2	S. cerevisiae	orthologue
""	ISCU	H. sapiens	S000005752	ISU2	S. cerevisiae	orthologue
""	ISCU	H. sapiens	S000006056	ISU1	S. cerevisiae	least diverged orthologue
""	ISCU	H. sapiens	S000006056	ISU1	S. cerevisiae	orthologue
""	ISCU	H. sapiens	S000006056	ISU1	S. cerevisiae	orthologue
""	KRR1	H. sapiens	S000000564	KRR1	S. cerevisiae	least diverged orthologue
""	KRR1	H. sapiens	S000000564	KRR1	S. cerevisiae	orthologue
""	KRR1	H. sapiens	S000000564	KRR1	S. cerevisiae	orthologue
""	MGMT	H. sapiens	S000002359	MGT1	S. cerevisiae	least diverged orthologue
""	MGMT	H. sapiens	S000002359	MGT1	S. cerevisiae	orthologue
""	MOCS3	H. sapiens	S000001153	UBA4	S. cerevisiae	least diverged orthologue
""	MOCS3	H. sapiens	S000001153	UBA4	S. cerevisiae	orthologue
""	MOCS3	H. sapiens	S000001153	UBA4	S. cerevisiae	orthologue
""	NAA10	H. sapiens	S000001055	ARD1	S. cerevisiae	least diverged orthologue
""	NAA10	H. sapiens	S000001055	ARD1	S. cerevisiae	orthologue
""	NFYA	H. sapiens	S000003206	HAP2	S. cerevisiae	least diverged orthologue
""	NFYA	H. sapiens	S000003206	HAP2	S. cerevisiae	orthologue
""	NUTF2	H. sapiens	S000000811	NTF2	S. cerevisiae	least diverged orthologue
""	NUTF2	H. sapiens	S000000811	NTF2	S. cerevisiae	orthologue
""	NUTF2	H. sapiens	S000000811	NTF2	S. cerevisiae	orthologue
""	NUTF2	H. sapiens	S000001669	MTR2	S. cerevisiae	orthologue
""	PCYT2	H. sapiens	S000003239	ECT1	S. cerevisiae	least diverged orthologue
""	PCYT2	H. sapiens	S000003239	ECT1	S. cerevisiae	orthologue
""	PDE7A	H. sapiens	S000005887	PDE2	S. cerevisiae	orthologue
""	PDE7A	H. sapiens	S000005887	PDE2	S. cerevisiae	orthologue
""	PGK1	H. sapiens	S000000605	PGK1	S. cerevisiae	least diverged orthologue
""	PGK1	H. sapiens	S000000605	PGK1	S. cerevisiae	orthologue
""	PGK1	H. sapiens	S000000605	PGK1	S. cerevisiae	orthologue
""	PGK2	H. sapiens	S000000605	PGK1	S. cerevisiae	orthologue
""	PGK2	H. sapiens	S000000605	PGK1	S. cerevisiae	orthologue
""	PNP	H. sapiens	S000004007	MEU1	S. cerevisiae	horizontal gene transfer
""	PNP	H. sapiens	S000004199	PNP1	S. cerevisiae	orthologue
""	PNP	H. sapiens	S000004199	PNP1	S. cerevisiae	orthologue
""	POLR3K	H. sapiens	S000002452	RPC11	S. cerevisiae	least diverged orthologue
""	POLR3K	H. sapiens	S000002452	RPC11	S. cerevisiae	orthologue
""	POLR3K	H. sapiens	S000002452	RPC11	S. cerevisiae	orthologue
""	PPCS	H. sapiens	S000001345	CAB2	S. cerevisiae	least diverged orthologue
""	PPCS	H. sapiens	S000001345	CAB2	S. cerevisiae	orthologue
""	PPCS	H. sapiens	S000001345	CAB2	S. cerevisiae	orthologue
""	PSMD12	H. sapiens	S000002306	RPN5	S. cerevisiae	least diverged orthologue
""	PSMD12	H. sapiens	S000002306	RPN5	S. cerevisiae	orthologue
""	PSMD12	H. sapiens	S000002306	RPN5	S. cerevisiae	orthologue
""	RBX1	H. sapiens	S000005493	HRT1	S. cerevisiae	least diverged orthologue
""	RBX1	H. sapiens	S000005493	HRT1	S. cerevisiae	orthologue
""	RNF7	H. sapiens	S000005493	HRT1	S. cerevisiae	orthologue
""	RPF1	H. sapiens	S000001130	RPF1	S. cerevisiae	least diverged orthologue
""	RPF1	H. sapiens	S000001130	RPF1	S. cerevisiae	orthologue
""	RPF1	H. sapiens	S000001130	RPF1	S. cerevisiae	orthologue
""	RPF2	H. sapiens	S000001789	RPF2	S. cerevisiae	least diverged orthologue
""	RPF2	H. sapiens	S000001789	RPF2	S. cerevisiae	orthologue
""	RPF2	H. sapiens	S000001789	RPF2	S. cerevisiae	orthologue
""	SC5D	H. sapiens	S000004046	ERG3	S. cerevisiae	least diverged orthologue
""	SC5D	H. sapiens	S000004046	ERG3	S. cerevisiae	orthologue
""	SC5D	H. sapiens	S000004046	ERG3	S. cerevisiae	orthologue
""	SDHAF2	H. sapiens	S000005432	SDH5	S. cerevisiae	least diverged orthologue
""	SDHAF2	H. sapiens	S000005432	SDH5	S. cerevisiae	orthologue
""	SDHAF2	H. sapiens	S000005432	SDH5	S. cerevisiae	orthologue
""	SHFM1	H. sapiens	S000007235	SEM1	S. cerevisiae	least diverged orthologue
""	SKP1	H. sapiens	S000002736	SKP1	S. cerevisiae	least diverged orthologue
""	SKP1	H. sapiens	S000002736	SKP1	S. cerevisiae	orthologue
""	SKP1	H. sapiens	S000002736	SKP1	S. cerevisiae	orthologue
""	SLC25A15	H. sapiens	S000005656	ORT1	S. cerevisiae	least diverged orthologue
""	SLC25A16	H. sapiens	S000001044	LEU5	S. cerevisiae	least diverged orthologue
""	SLC25A16	H. sapiens	S000001044	LEU5	S. cerevisiae	orthologue
""	SLC25A16	H. sapiens	S000001044	LEU5	S. cerevisiae	orthologue
""	SNRPD1	H. sapiens	S000003306	SMD1	S. cerevisiae	least diverged orthologue
""	SNRPE	H. sapiens	S000005685	SME1	S. cerevisiae	least diverged orthologue
""	SNRPE	H. sapiens	S000005685	SME1	S. cerevisiae	orthologue
""	SNRPF	H. sapiens	S000006386	SMX3	S. cerevisiae	orthologue
""	SNRPF	H. sapiens	S000006386	SMX3	S. cerevisiae	orthologue
""	THG1L	H. sapiens	S000003256	THG1	S. cerevisiae	least diverged orthologue
""	THG1L	H. sapiens	S000003256	THG1	S. cerevisiae	orthologue
""	THG1L	H. sapiens	S000003256	THG1	S. cerevisiae	orthologue
""	TIMM22	H. sapiens	S000002376	TIM22	S. cerevisiae	least diverged orthologue
""	TIMM22	H. sapiens	S000002376	TIM22	S. cerevisiae	orthologue
""	TXNL4A	H. sapiens	S000006286	DIB1	S. cerevisiae	least diverged orthologue
""	TXNL4A	H. sapiens	S000006286	DIB1	S. cerevisiae	orthologue
""	TXNL4A	H. sapiens	S000006286	DIB1	S. cerevisiae	orthologue
""	UBE2V2	H. sapiens	S000003055	MMS2	S. cerevisiae	least diverged orthologue
""	UBE2V2	H. sapiens	S000003055	MMS2	S. cerevisiae	orthologue
""	UBE2V2	H. sapiens	S000003055	MMS2	S. cerevisiae	orthologue
""	UBE2V2	H. sapiens	S000004297	UBC12	S. cerevisiae	horizontal gene transfer
""	USP14	H. sapiens	S000001906	UBP6	S. cerevisiae	orthologue
""	VPS35	H. sapiens	S000003690	VPS35	S. cerevisiae	least diverged orthologue
""	VPS35	H. sapiens	S000003690	VPS35	S. cerevisiae	orthologue
""	VPS35	H. sapiens	S000003690	VPS35	S. cerevisiae	orthologue
""	ZDHHC2	H. sapiens	S000005270	PFA3	S. cerevisiae	orthologue
""	ZDHHC2	H. sapiens	S000005363	PFA4	S. cerevisiae	orthologue
""	ZPR1	H. sapiens	S000003443	ZPR1	S. cerevisiae	least diverged orthologue
""	ZPR1	H. sapiens	S000003443	ZPR1	S. cerevisiae	orthologue
""	ZPR1	H. sapiens	S000003443	ZPR1	S. cerevisiae	orthologue
